Time (h),U1 (V),U2 (V),U3 (V),U4 (V),U5 (V),Utot (V),J (A/cmｲ),I (A),TinH2 (C),ToutH2 (C),TinAIR (C),ToutAIR (C),TinWAT (C),ToutWAT (C),PinAIR (mbara),PoutAIR (mbara),PoutH2 (mbara),PinH2 (mbara),DinH2 (l/mn),DoutH2 (l/mn),DinAIR (l/mn),DoutAIR (l/mn),DWAT (l/mn),HrAIRFC (%)
59.5,0.670077663,0.6637177,0.662664546,0.663913547,0.661996095,3.322,0.70227,70.227,27.425,40.671,42.399,51.391,53.602,55.133,1298.564,1266.017,1300.015,1287.306,4.799,2.114,23.038,21.403,2.061,51.002
60,0.670022915,0.663669412,0.662602511,0.663907299,0.661917078,3.316,0.70247,70.247,27.411,40.578,42.227,51.55,53.788,55.399,1299.872,1268.122,1300.015,1287.875,4.797,2.113,23.038,21.397,2.04,49.758
60.5,0.670156255,0.663832534,0.662763111,0.664103045,0.662089318,3.322,0.70217,70.217,27.41,40.493,42.113,51.551,53.789,55.37,1299.36,1268.008,1300.243,1288.103,4.801,2.113,23.017,21.401,2.016,50.07
61,0.670419651,0.664112916,0.663039392,0.664428918,0.662455981,3.328,0.70212,70.212,27.414,40.572,42.188,51.589,53.853,55.449,1302.489,1270.626,1301.042,1288.901,4.798,2.113,23.034,21.47,2.045,49.776
61.5,0.670775016,0.664469161,0.66336139,0.664860223,0.662947911,3.324,0.70247,70.247,27.405,40.552,42.22,51.504,53.774,55.396,1300.782,1269.203,1300.015,1287.192,4.799,2.122,23.039,21.396,2.045,49.922
62,0.67119995,0.664915846,0.663732617,0.665392246,0.663508021,3.326,0.70242,70.242,27.402,41.492,42.263,51.548,53.836,55.42,1298.734,1266.813,1300.015,1286.85,4.797,2.113,23.039,21.403,2.004,49.857
62.5,0.67166715,0.665456695,0.664186164,0.665990666,0.664094361,3.331,0.70227,70.227,27.382,40.548,42.253,51.538,53.82,55.41,1299.872,1268.35,1299.673,1286.793,4.799,2.134,23.038,21.403,2.023,50.01
63,0.672135619,0.666029307,0.664722016,0.666575453,0.664661164,3.336,0.70237,70.237,27.482,40.597,42.238,51.614,53.884,55.5,1300.441,1268.691,1299.217,1284.686,4.797,2.113,23.039,21.405,2.016,49.839
63.5,0.67256737,0.66653936,0.665291585,0.667062088,0.665162608,3.339,0.70212,70.212,27.587,40.711,42.209,51.611,53.837,55.438,1301.579,1268.35,1300.015,1286.679,4.798,2.127,23.039,21.396,2.024,49.756
64,0.672943489,0.666936669,0.665815402,0.667409932,0.665575008,3.338,0.70222,70.222,27.628,40.849,42.24,51.615,53.876,55.502,1301.465,1269.545,1298.361,1284.287,4.797,2.114,23.039,21.458,1.977,49.969
64.5,0.673256697,0.667236018,0.666205083,0.667623318,0.665893259,3.341,0.70203,70.203,27.621,40.752,42.446,51.661,53.883,55.482,1301.351,1269.147,1293.286,1279.844,4.816,2.096,23.036,21.397,2.033,49.797
65,0.673495558,0.66747469,0.666399562,0.667723739,0.666109465,3.344,0.70227,70.227,27.615,41.767,42.396,51.579,53.834,55.413,1298.222,1265.334,1297.962,1285.939,4.809,2.134,23.036,21.399,2.035,50.206
65.5,0.673651563,0.667671564,0.666412268,0.667745032,0.666218661,3.342,0.70222,70.222,27.683,40.857,42.169,51.597,53.846,55.463,1301.351,1268.862,1304.578,1291.749,4.799,2.113,23.036,21.403,2.047,49.787
66,0.673745438,0.667824668,0.666341992,0.667745246,0.666244463,3.344,0.70207,70.207,27.781,40.939,42.451,51.642,53.9,55.481,1299.531,1266.187,1303.494,1291.293,4.797,2.157,23.038,21.468,2.046,50.062
66.5,0.673829022,0.66793116,0.666317123,0.667786487,0.666238174,3.336,0.70203,70.203,27.812,41.06,42.308,51.614,53.507,55.38,1300.1,1268.748,1300.928,1288.787,4.798,2.112,23.039,21.399,2.02,50.094
67,0.673944818,0.667999771,0.666414222,0.667885603,0.666247599,3.346,0.70222,70.222,27.867,41.132,42.368,51.624,53.791,55.395,1299.872,1267.496,1300.129,1288.103,4.809,2.152,23.036,21.47,2.045,50.145
67.5,0.674090372,0.668048702,0.666620823,0.668001336,0.666296434,3.341,0.70227,70.227,27.74,41.07,42.192,51.609,53.829,55.416,1298.791,1267.155,1298.875,1286.508,4.798,2.153,23.036,21.403,2.046,50.058
68,0.674235168,0.668104427,0.666862085,0.668084928,0.66639208,3.345,0.70212,70.212,27.644,41.364,42.168,51.596,53.907,55.462,1298.791,1267.041,1298.247,1285.483,4.799,2.134,23.041,21.407,2.056,49.527
68.5,0.674364066,0.66820348,0.667055778,0.668137379,0.666537709,3.346,0.70227,70.227,27.676,40.798,42.117,51.665,53.855,55.486,1301.294,1268.976,1302.125,1289.3,4.796,2.154,23.036,21.405,2.056,49.8
69,0.67448371,0.668371085,0.667157026,0.668209886,0.666727068,3.341,0.70217,70.217,27.686,41.066,42.243,51.62,53.849,55.453,1298.791,1266.87,1302.182,1289.584,4.796,2.194,23.038,21.399,2.038,49.847
69.5,0.674590973,0.668580162,0.667173887,0.6683477,0.666933394,3.346,0.70222,70.222,27.729,41.358,42.162,51.638,53.763,55.365,1300.555,1269.203,1295.339,1282.407,4.799,2.113,23.036,21.403,2.042,49.888
70,0.674663114,0.668756003,0.667154671,0.668537801,0.667117594,3.35,0.70222,70.222,27.844,41.377,42.391,51.648,53.879,55.458,1298.905,1267.382,1301.441,1289.243,4.796,2.091,23.036,21.399,2.046,49.987
70.5,0.674691591,0.668849832,0.667160171,0.668717294,0.667256909,3.346,0.70207,70.207,28.038,41.198,42.217,51.654,53.717,55.408,1301.408,1269.886,1297.506,1285.198,4.797,2.07,23.041,21.464,2.042,50.188
71,0.674707531,0.668893208,0.667229836,0.668828912,0.667359131,3.345,0.70193,70.193,28.081,41.534,42.131,51.691,53.849,55.501,1301.18,1269.26,1295.738,1283.091,4.785,2.114,23.036,21.369,2.034,49.484
71.5,0.674755216,0.668958386,0.667358206,0.668858183,0.667440781,3.349,0.70207,70.207,28.096,41.311,42.229,51.621,53.421,55.484,1301.408,1268.35,1298.133,1286.281,4.796,2.092,23.036,21.403,2.008,49.869
72,0.674841941,0.669078123,0.667500995,0.668820558,0.667498275,3.346,0.70188,70.188,28.095,41.226,42.243,51.679,53.742,55.497,1299.701,1267.667,1297.734,1284.572,4.796,2.092,23.036,21.358,1.997,49.751
72.5,0.674922415,0.669213092,0.66760204,0.668726682,0.667507545,3.349,0.70222,70.222,28.089,41.41,42.215,51.426,53.658,55.345,1300.384,1266.927,1295.396,1283.205,4.8,2.134,23.036,21.329,2.057,49.894
73,0.674936163,0.66928577,0.667621107,0.668575442,0.667453836,3.351,0.70217,70.217,28.056,41.037,42.159,51.695,53.728,55.377,1299.645,1266.927,1299.502,1286.85,4.797,2.091,23.036,21.405,2.061,50.033
73.5,0.674861213,0.669245692,0.667559187,0.668388685,0.667362365,3.348,0.70203,70.203,28.056,41.299,42.247,51.588,53.796,55.442,1299.986,1266.813,1303.323,1291.806,4.797,2.092,23.038,21.331,2.061,50.017
74,0.674735806,0.669116186,0.667468046,0.668236155,0.667294662,3.346,0.70217,70.217,28.021,40.988,42.163,51.608,53.715,55.326,1298.734,1266.643,1296.594,1284.287,4.8,2.057,23.041,21.737,2.061,50.029
74.5,0.674630801,0.668974655,0.667416589,0.668192268,0.667304432,3.343,0.70203,70.203,27.969,41.211,42.169,51.598,53.806,55.434,1300.725,1269.147,1298.304,1285.369,4.797,2.153,23.038,21.397,2.065,50.073
75,0.674592492,0.668878517,0.667426543,0.66825981,0.667388779,3.345,0.70222,70.222,27.919,41.345,42.237,51.687,53.871,55.485,1302.204,1270.171,1295.567,1284.173,4.796,2.134,23.036,21.401,2.04,49.832
75.5,0.674601517,0.668815799,0.667440569,0.668361123,0.667478266,3.35,0.70217,70.217,27.829,41.217,42.292,51.675,53.836,55.461,1302.432,1270.455,1303.437,1291.635,4.795,2.092,23.039,21.382,2.049,49.873
76,0.674590395,0.668731024,0.667368451,0.668414644,0.667480238,3.348,0.70217,70.217,27.749,41.463,42.267,51.502,53.864,55.474,1297.767,1266.017,1295.225,1283.262,4.797,2.134,23.039,21.46,2.073,49.806
76.5,0.674508048,0.668583879,0.667175131,0.668398872,0.667346735,3.348,0.70227,70.227,27.679,40.948,42.289,51.591,53.882,55.469,1299.929,1269.147,1300.985,1287.705,4.796,2.091,23.038,21.403,2.074,49.697
77,0.674364435,0.668374336,0.66692158,0.668340812,0.667111854,3.344,0.70222,70.222,27.618,41.279,42.215,51.559,53.882,55.466,1300.043,1268.35,1296.023,1283.148,4.797,2.091,23.036,21.401,2.061,49.807
77.5,0.674212743,0.668127296,0.66671403,0.66827434,0.666863002,3.342,0.70222,70.222,27.579,41.293,42.123,51.479,53.53,55.141,1299.303,1267.496,1301.213,1288.616,4.798,2.154,23.034,21.331,2.023,50.167
78,0.674097801,0.667878328,0.666618127,0.668221169,0.666674354,3.345,0.70217,70.217,27.553,41.055,42.152,51.526,53.696,55.236,1301.067,1268.976,1304.578,1292.204,4.796,2.116,23.036,21.397,2.038,50.456
78.5,0.674026123,0.667673191,0.666622603,0.66818806,0.666566442,3.34,0.70227,70.227,27.685,41.161,42.298,51.646,53.872,55.485,1300.668,1268.805,1297.107,1284.287,4.798,2.135,23.038,21.392,2.033,49.949
79,0.673971158,0.667553404,0.666665166,0.668167863,0.666516562,3.345,0.70188,70.188,27.757,41.557,42.256,51.554,53.783,55.349,1301.635,1269.033,1307.657,1294.483,4.795,2.355,23.036,21.403,2.029,50.112
79.5,0.673892865,0.667525077,0.66667774,0.668143899,0.666489179,3.341,0.70227,70.227,27.793,41.05,42.347,51.613,53.827,55.461,1299.303,1267.212,1299.103,1286.452,4.795,2.151,23.038,21.413,2.034,50.073
80,0.673757475,0.667546701,0.666618358,0.66809208,0.666452866,3.345,0.70222,70.222,27.833,41.174,42.293,51.621,53.897,55.504,1299.417,1266.643,1304.464,1292.147,4.796,2.132,23.003,21.394,2.04,50.011
80.5,0.673558818,0.667552318,0.666480951,0.667987569,0.666385246,3.341,0.70222,70.222,27.813,41.074,42.315,51.619,53.759,55.396,1300.1,1268.634,1297.905,1284.344,4.8,2.151,23.036,21.396,2.038,50.185
81,0.673329899,0.667494127,0.666288075,0.667827482,0.666279747,3.344,0.70207,70.207,27.807,41.088,42.337,51.607,53.862,55.464,1301.749,1268.407,1297.791,1284.287,4.795,2.155,23.036,21.392,2.036,49.824
81.5,0.673119719,0.667371208,0.666078493,0.667646273,0.666147201,3.34,0.70232,70.232,27.847,41.059,42.192,51.569,53.839,55.432,1301.18,1268.35,1301.042,1287.875,4.796,2.091,23.034,21.456,2.035,50.135
82,0.672940734,0.66721128,0.665885249,0.667486328,0.665993873,3.334,0.70222,70.222,27.803,40.867,42.275,51.55,53.687,55.28,1299.303,1267.61,1300.414,1287.819,4.799,2.174,23.038,21.405,2.008,50.25
82.5,0.672745499,0.667027868,0.665704709,0.667345745,0.665796929,3.343,0.70242,70.242,27.797,40.496,42.389,51.561,53.864,55.474,1298.962,1266.074,1303.494,1291.236,4.796,2.113,23.038,21.401,2.025,49.943
83,0.672478239,0.666822193,0.66549647,0.667173515,0.665524597,3.341,0.70217,70.217,27.797,40.677,42.311,51.577,53.877,55.475,1296.516,1264.082,1300.015,1286.679,4.796,2.133,23.038,21.375,2.033,50.186
83.5,0.672152919,0.666620948,0.665237954,0.66692879,0.665186416,3.335,0.70198,70.198,27.827,40.976,42.373,51.528,53.81,55.441,1298.052,1266.699,1302.353,1290.097,4.796,2.114,23.036,21.399,2.053,50.028
84,0.671857335,0.666460585,0.664970391,0.666631792,0.664840639,3.331,0.70227,70.227,27.827,40.8,42.289,51.575,53.837,55.432,1298.621,1267.325,1303.437,1289.983,4.796,2.112,23.036,21.399,1.992,49.907
84.5,0.671670354,0.666328122,0.664764648,0.666349762,0.664546112,3.334,0.70227,70.227,27.821,40.793,42.304,51.477,53.871,55.47,1300.043,1267.212,1295.51,1284.23,4.795,2.153,23.036,21.394,1.989,50.045
85,0.671591626,0.666169866,0.664647319,0.666144627,0.664327089,3.333,0.70232,70.232,27.781,40.712,42.408,51.624,53.858,55.466,1300.498,1268.634,1303.038,1291.008,4.796,2.194,23.038,21.394,2.023,50.021
85.5,0.671561437,0.665968778,0.664584504,0.666029889,0.664184214,3.333,0.70222,70.222,27.774,40.99,42.276,51.618,53.835,55.466,1300.725,1267.895,1297.848,1285.483,4.795,2.147,23.038,21.403,2.032,50.006
86,0.67153229,0.665771411,0.664534506,0.665966865,0.664117879,3.329,0.70188,70.188,27.767,40.87,42.282,51.464,53.646,55.174,1299.133,1267.325,1301.156,1288.73,4.797,2.153,23.036,21.405,2.068,50.577
86.5,0.67150827,0.665632162,0.664494336,0.665908326,0.664133961,3.335,0.70212,70.212,27.755,40.993,42.162,51.658,53.851,55.482,1299.36,1267.212,1296.594,1283.547,4.797,2.135,23.038,21.401,2.073,49.793
87,0.671524308,0.665567146,0.664495308,0.665850206,0.664235844,3.329,0.70222,70.222,27.725,41.09,42.316,51.614,53.799,55.409,1298.848,1266.813,1297.905,1285.882,4.796,2.048,23.036,21.401,2.058,50.22
87.5,0.671597726,0.66556305,0.664566345,0.665830744,0.664411746,3.329,0.70247,70.247,27.674,40.986,42.437,51.496,53.749,55.345,1299.076,1267.439,1296.536,1284.515,4.796,2.151,23.036,21.401,2.012,50.27
88,0.671703876,0.665600412,0.664704823,0.665886154,0.664629519,3.335,0.70232,70.232,27.676,40.63,42.278,51.587,53.798,55.423,1297.711,1264.992,1295.567,1282.294,4.816,2.052,23.036,21.397,2.056,50.12
88.5,0.671809333,0.665668872,0.664879818,0.666023872,0.664850237,3.334,0.70207,70.207,27.712,40.902,42.194,51.526,53.802,55.362,1300.27,1267.838,1294.54,1282.294,4.795,2.134,23.036,21.329,2.074,50.036
89,0.671924232,0.665780927,0.665058577,0.666226675,0.66504931,3.332,0.70198,70.198,27.766,41.057,42.162,51.612,53.846,55.472,1303.911,1272.504,1296.594,1283.547,4.795,2.152,23.036,21.276,2.082,49.82
89.5,0.672091311,0.665966881,0.665223134,0.666463005,0.665220851,3.334,0.70232,70.232,27.832,41.27,42.258,51.409,53.765,55.29,1302.204,1269.147,1296.137,1284.059,4.794,2.068,23.036,21.403,1.925,50.307
90,0.67231873,0.666243701,0.665368711,0.666702199,0.665368409,3.338,0.70217,70.217,27.902,41.385,42.35,51.634,53.872,55.468,1298.621,1265.391,1299.958,1286.964,4.797,2.15,23.039,21.397,1.995,49.979
90.5,0.672558645,0.666587413,0.665500967,0.666929184,0.665501839,3.335,0.70217,70.217,27.894,41.45,42.267,51.664,53.863,55.45,1301.692,1270.114,1300.015,1288.844,4.795,2.151,23.036,21.473,2.084,50.167
91,0.672760803,0.666939877,0.665633958,0.667139524,0.665638826,3.341,0.70203,70.203,27.882,41.301,42.412,51.679,53.86,55.48,1302.147,1269.602,1295.453,1283.774,4.798,2.131,23.036,21.394,1.982,49.99
91.5,0.672915081,0.667248812,0.665779031,0.667329321,0.665798776,3.336,0.70227,70.227,27.983,40.925,42.285,51.561,53.754,55.397,1299.417,1268.236,1304.692,1292.375,4.796,2.09,23.038,21.342,1.968,49.875
92,0.673035459,0.667501778,0.665929911,0.667501554,0.665992734,3.344,0.70198,70.198,28.006,41.279,42.417,51.704,53.823,55.466,1302.375,1269.716,1303.722,1291.122,4.815,2.186,23.038,21.462,1.975,50.087
92.5,0.673135388,0.667714299,0.666058122,0.667668985,0.666215074,3.337,0.70212,70.212,28.04,41.114,42.483,51.635,53.804,55.439,1300.782,1268.008,1299.901,1286.565,4.795,2.171,23.036,21.331,1.978,50.264
93,0.67322502,0.667884707,0.66612538,0.667830296,0.666434398,3.343,0.70227,70.227,28.05,41.266,42.455,51.698,53.864,55.484,1302.09,1269.374,1301.954,1289.47,4.796,2.154,23.038,21.403,1.972,49.913
93.5,0.673306157,0.66797864,0.666113599,0.667947813,0.666595858,3.344,0.70193,70.193,28.099,41.141,42.302,51.65,53.844,55.487,1301.408,1268.634,1294.883,1282.578,4.816,2.091,23.038,21.401,1.964,49.833
94,0.67336723,0.66796947,0.666048871,0.667970479,0.666653068,3.343,0.70188,70.188,28.171,41.32,42.215,51.654,53.785,55.448,1298.791,1266.301,1298.761,1285.882,4.797,2.132,23.039,21.394,1.982,49.912
94.5,0.673403187,0.667879409,0.665983085,0.667887596,0.666608156,3.343,0.70232,70.232,28.226,41.894,42.376,51.625,53.824,55.473,1298.678,1265.675,1297.791,1286.452,4.797,2.134,23.038,21.331,1.974,49.81
95,0.673434395,0.667762046,0.665947768,0.667753191,0.666513762,3.338,0.70203,70.203,28.327,42.257,42.281,51.69,53.745,55.429,1300.327,1268.748,1306.345,1293.913,4.796,2.091,23.036,21.399,1.978,49.891
95.5,0.673486615,0.667653796,0.665940221,0.667652398,0.666431524,3.342,0.70217,70.217,28.349,41.213,42.23,51.681,53.797,55.464,1300.782,1268.065,1294.312,1282.066,4.797,2.113,23.038,21.397,1.985,49.853
96,0.673561741,0.667561475,0.66595482,0.667644501,0.666394034,3.342,0.70207,70.207,28.405,41.384,42.414,51.657,53.777,55.449,1303.057,1270.797,1300.015,1287.591,4.796,2.172,23.036,21.394,1.98,50.272
96.5,0.673640854,0.667490134,0.666005749,0.667726231,0.666402412,3.339,0.70222,70.222,28.384,41.436,42.422,51.703,53.81,55.48,1295.833,1265.163,1302.296,1291.065,4.795,2.091,23.041,21.403,1.97,50.072
97,0.673702359,0.667456428,0.666104533,0.667839841,0.666438695,3.341,0.70207,70.207,28.356,41.411,42.284,51.651,53.791,55.473,1299.701,1268.293,1303.665,1292.489,4.796,2.113,23.036,21.403,1.985,49.971
97.5,0.673730726,0.667471145,0.666225598,0.66792523,0.666472201,3.344,0.70222,70.222,28.381,41.206,42.22,51.593,53.739,55.459,1297.369,1265.504,1300.015,1287.762,4.797,2.15,23.036,21.396,1.985,49.994
98,0.673722908,0.66752625,0.666316564,0.667969315,0.666476534,3.343,0.70198,70.198,28.335,41.444,42.368,51.693,53.771,55.494,1300.156,1267.212,1299.331,1286.565,4.795,2.15,23.038,21.405,1.945,50.095
98.5,0.673688152,0.667598701,0.666342204,0.667993574,0.666453838,3.34,0.70207,70.207,28.344,41.275,42.316,51.695,53.793,55.469,1299.531,1267.895,1304.749,1291.863,4.797,2.114,23.038,21.47,1.971,50.009
99,0.673631255,0.667653731,0.666298524,0.668000405,0.666428759,3.342,0.70198,70.198,28.304,41.449,42.273,51.701,53.776,55.461,1304.366,1272.959,1296.594,1284.8,4.798,2.134,23.039,21.301,1.973,50.035
99.5,0.673543742,0.667650192,0.666187991,0.667955269,0.666412654,3.345,0.70222,70.222,28.254,41.214,42.214,51.637,53.774,55.468,1301.01,1269.203,1298.932,1286.622,4.797,2.153,23.036,21.466,1.989,49.909
100,0.673425808,0.667563868,0.666012349,0.667822733,0.666387832,3.34,0.70242,70.242,28.18,41.48,42.302,51.649,53.78,55.497,1299.189,1267.724,1301.498,1289.983,4.795,2.194,23.038,21.331,1.975,50.028
100.5,0.673311856,0.667413864,0.665796029,0.66760211,0.666330939,3.343,0.70227,70.227,28.061,41.187,42.425,51.702,53.812,55.494,1299.019,1267.61,1299.673,1287.648,4.796,2.069,23.036,21.405,1.993,50.116
101,0.673254131,0.667256619,0.665588662,0.667326805,0.666240796,3.337,0.70227,70.227,27.994,41.196,42.44,51.624,53.803,55.478,1302.432,1271.024,1302.068,1289.755,4.794,2.151,23.038,21.466,1.989,49.927
101.5,0.673267258,0.66714056,0.665428198,0.667045095,0.66613744,3.337,0.70227,70.227,27.934,41.248,42.305,51.567,53.813,55.465,1299.588,1268.122,1303.437,1291.464,4.795,2.114,23.036,21.331,1.988,49.761
102,0.67329457,0.66706127,0.665313761,0.666808432,0.666037395,3.341,0.70232,70.232,27.836,41.323,42.316,51.591,53.826,55.425,1301.522,1269.488,1304.578,1293.628,4.796,2.092,23.036,21.399,1.993,50.27
102.5,0.673248643,0.666965945,0.665225429,0.666665554,0.665935173,3.338,0.70237,70.237,27.783,41.198,42.31,51.6,53.814,55.46,1300.725,1268.179,1296.651,1284.458,4.799,2.154,23.038,21.403,1.991,49.853
103,0.673093481,0.666808306,0.665159467,0.666644804,0.665814186,3.337,0.70227,70.227,27.738,41.371,42.287,51.603,53.823,55.454,1302.602,1271.537,1298.989,1287.42,4.796,2.154,23.034,21.397,1.989,50.079
103.5,0.672881739,0.666601085,0.665130023,0.666732558,0.665675478,3.338,0.70237,70.237,27.682,41.154,42.327,51.63,53.802,55.455,1299.531,1267.098,1300.015,1287.819,4.797,2.194,23.039,21.396,1.986,49.868
104,0.672711747,0.666417438,0.665139219,0.666878576,0.665548246,3.335,0.70232,70.232,27.642,41.194,42.299,51.581,53.81,55.438,1298.507,1267.553,1301.099,1288.901,4.8,2.173,23.036,21.392,1.992,49.928
104.5,0.67264833,0.666334573,0.665155152,0.667024296,0.665462807,3.334,0.70237,70.237,27.599,40.925,42.285,51.551,53.764,55.405,1299.588,1267.439,1301.156,1288.844,4.796,2.072,23.036,21.399,1.992,49.94
105,0.672674974,0.666360796,0.665125514,0.667119658,0.665414568,3.339,0.70237,70.237,27.714,41.221,42.37,51.614,53.855,55.477,1299.758,1266.813,1295.168,1281.61,4.799,2.134,23.036,21.331,1.991,49.965
105.5,0.672711383,0.666414474,0.665017375,0.667121239,0.665361709,3.337,0.70222,70.222,27.879,40.857,42.385,51.641,53.813,55.442,1302.716,1271.024,1302.239,1288.844,4.796,2.091,23.036,21.399,1.978,50.056
106,0.67267532,0.666383935,0.664843425,0.666998836,0.665260134,3.339,0.70222,70.222,27.963,41.02,42.241,51.658,53.801,55.465,1300.498,1268.065,1297.791,1284.914,4.795,2.069,23.036,21.401,1.973,49.769
106.5,0.672534832,0.666214923,0.664646734,0.666756971,0.665101577,3.335,0.70212,70.212,28.004,41.171,42.284,51.561,53.879,55.468,1300.725,1268.236,1294.312,1281.895,4.796,2.151,23.039,21.399,1.998,49.981
107,0.672315691,0.665944107,0.66446443,0.666450194,0.664923203,3.335,0.70232,70.232,27.974,40.936,42.252,51.577,53.824,55.47,1301.522,1269.317,1296.479,1283.376,4.796,2.155,23.038,21.403,2.001,49.822
107.5,0.672073155,0.665658489,0.664307839,0.66616934,0.664779476,3.33,0.70227,70.227,28.004,40.992,42.29,51.623,53.846,55.457,1299.758,1268.293,1295.738,1282.578,4.795,2.149,22.967,21.424,1.978,50.073
108,0.671859725,0.665433625,0.664161703,0.66599321,0.664695392,3.333,0.70227,70.227,27.936,40.99,42.408,51.545,53.792,55.414,1300.498,1268.293,1304.35,1291.749,4.795,2.108,23.036,21.329,2.001,49.969
108.5,0.671709186,0.665303013,0.663993444,0.665934469,0.664643267,3.328,0.70242,70.242,27.927,41.092,42.344,51.614,53.825,55.424,1299.076,1267.269,1295.396,1283.034,4.794,2.069,23.036,21.403,1.994,49.888
109,0.671632349,0.665261432,0.66378425,0.665934984,0.664572116,3.336,0.70227,70.227,27.933,41.028,42.218,51.571,53.847,55.481,1301.123,1268.122,1296.422,1284.287,4.837,2.09,23.036,21.403,1.966,49.636
109.5,0.671616994,0.6652828,0.663568997,0.665926809,0.664466728,3.329,0.70237,70.237,27.907,40.994,42.412,51.602,53.828,55.448,1298.962,1267.155,1305.718,1293.401,4.796,2.113,22.967,21.331,1.993,50.203
110,0.671636068,0.665337986,0.663427231,0.665898121,0.664372344,3.329,0.70242,70.242,27.891,41.032,42.437,51.574,53.845,55.449,1298.564,1266.87,1295.453,1283.661,4.799,2.132,23.036,21.403,1.977,50.232
110.5,0.671665067,0.665404127,0.663415665,0.66588851,0.664352034,3.331,0.70207,70.207,27.845,41.269,42.305,51.579,53.847,55.475,1298.052,1266.984,1302.639,1291.293,4.796,2.113,23.038,21.466,1.992,49.789
111,0.671691174,0.665468841,0.66351857,0.665920002,0.66442071,3.329,0.70217,70.217,27.896,41.06,42.396,51.575,53.707,55.359,1300.668,1268.464,1297.791,1285.711,4.796,2.152,23.036,21.399,1.977,50.199
111.5,0.671702493,0.665531159,0.663667012,0.66594889,0.66452551,3.333,0.70232,70.232,27.937,41.152,42.264,51.649,53.825,55.471,1302.887,1270.569,1301.156,1288.844,4.798,2.192,23.036,21.452,1.991,49.666
